word,tf-idf-pos,tf-idf-neg,tf-idf-val,node-label
(เสื่อ - ADV),3.1760912590556813,0,3.1760912590556813,pos
(เฮน - ADV),0,-3.1760912590556813,-3.1760912590556813,neg
(เขียวชอุ่ม - ADJ),0.18682889759151067,-3.1760912590556813,-2.9892623614641707,neg
(ตะเกียง - ADV),1.5880456295278407,0,1.5880456295278407,pos
(ลำลอง - ADJ),0,-1.5880456295278407,-1.5880456295278407,neg
(ม้วน - ADV),1.0586970863518936,0,1.0586970863518936,pos
(น้ำแข็ง - ADV),1.0586970863518936,0,1.0586970863518936,pos
(ลูกสาว - ADV),1.0586970863518936,0,1.0586970863518936,pos
(แออัดยัดเยียด - ADJ),0,-1.0586970863518936,-1.0586970863518936,neg
(เทศบาลเมือง - ADJ),0,-1.0586970863518936,-1.0586970863518936,neg
(เครียด - ADJ),0.03325750009482389,-0.9074546454444803,-0.8741971453496564,neg
(หมุนเวียน - ADV),0.7940228147639203,0,0.7940228147639203,pos
(เท้าเปล่า - ADJ),0.7940228147639203,0,0.7940228147639203,pos
(ต้น - ADV),0.7940228147639203,0,0.7940228147639203,pos
(ทัศนศึกษา - ADV),0.7940228147639203,0,0.7940228147639203,pos
(ไวน์ - ADV),0.7940228147639203,0,0.7940228147639203,pos
(ค็อกเทล - ADJ),0.7940228147639203,0,0.7940228147639203,pos
(ทิป - ADV),0,-0.7940228147639203,-0.7940228147639203,neg
(เร่ร่อน - ADV),0,-0.7940228147639203,-0.7940228147639203,neg
(แปลกประหลาด - ADJ),0,-0.7940228147639203,-0.7940228147639203,neg
(สำเนียง - ADV),0,-0.7940228147639203,-0.7940228147639203,neg
(เรื่องราว - ADV),0,-0.7940228147639203,-0.7940228147639203,neg
(ปลอดโปร่ง - ADJ),0,-0.7940228147639203,-0.7940228147639203,neg
(ดื่ม - ADV),0.7940228147639203,-0.013059532279045253,0.7809632824848751,pos
(ลอง - ADV),0.029948554826996876,-0.7940228147639203,-0.7640742599369235,neg
(หงุดหงิด - ADJ),0.7940228147639203,-0.04342992845002568,0.7505928863138946,pos
(ล้าง - ADV),0,-0.7057980575679291,-0.7057980575679291,neg
(แดด - ADV),0.6352182518111363,0,0.6352182518111363,pos
(ไวย์ - ADV),0,-0.6352182518111363,-0.6352182518111363,neg
(ซิม - ADV),0,-0.6352182518111363,-0.6352182518111363,neg
(กำปั้น - ADV),0,-0.6352182518111363,-0.6352182518111363,neg
(สงบสุข - ADV),0,-0.6352182518111363,-0.6352182518111363,neg
(โคมไฟ - ADJ),0.008076014784808147,-0.6352182518111363,-0.6271422370263282,neg
(เด็ก - ADJ),0.6352182518111363,-0.011448441163673464,0.6237698106474628,pos
(สนุก - ADV),0.10268075940684643,-0.718765315847925,-0.6160845564410786,neg
(ยิ้ม - ADV),0.02963980683908969,-0.6352182518111363,-0.6055784449720466,neg
(มหาศาล - ADJ),0.04350809943911892,-0.6352182518111363,-0.5917101523720174,neg
(ยิง - ADV),0,-0.577471138010124,-0.577471138010124,neg
(แข็งแรง - ADJ),0.5397940008672037,0,0.5397940008672037,pos
(ย่าง - ADJ),0.5293485431759468,0,0.5293485431759468,pos
(บาหลี - ADJ),0,-0.5293485431759468,-0.5293485431759468,neg
(อาสาสมัคร - ADJ),0,-0.5293485431759468,-0.5293485431759468,neg
(ลบ - ADV),0,-0.5293485431759468,-0.5293485431759468,neg
(กระแส - ADV),0,-0.5293485431759468,-0.5293485431759468,neg
(ดึงดูด - ADJ),0,-0.5293485431759468,-0.5293485431759468,neg
(ฉีก - ADJ),0,-0.5293485431759468,-0.5293485431759468,neg
(เลิก - ADV),0,-0.5293485431759468,-0.5293485431759468,neg
(ตัวเลือก - ADV),0.023566075929440166,-0.5293485431759468,-0.5057824672465067,neg
(แผงลอย - ADV),0.4886294244701048,0,0.4886294244701048,pos
(เขียง - ADV),0,-0.47641368885835217,-0.47641368885835217,neg
(เตียงนอน - ADV),0.45372732272224015,0,0.45372732272224015,pos
(อ่อน - ADJ),0.45372732272224015,0,0.45372732272224015,pos
(อ่าน - ADV),0,-0.45372732272224015,-0.45372732272224015,neg
(ล่า - ADV),0,-0.45372732272224015,-0.45372732272224015,neg
(ยินดี - ADV),0.040493820611150706,-0.47917687723195,-0.4386830566207993,neg
(ชม - ADV),0.02312993436982546,-0.45372732272224015,-0.4305973883524147,neg
(ห้า - ADJ),0.4234788345407575,0,0.4234788345407575,pos
(ดาว - ADV),0.4234788345407575,0,0.4234788345407575,pos
(อม - ADJ),0,-0.4234788345407575,-0.4234788345407575,neg
(ลา - ADV),0.030263802772544212,-0.45372732272224015,-0.42346351994969594,neg
(ยิ้ม - ADJ),0.39701140738196017,0,0.39701140738196017,pos
(ตัด - ADJ),0,-0.39701140738196017,-0.39701140738196017,neg
(ฉุกเฉิน - ADJ),0,-0.39701140738196017,-0.39701140738196017,neg
(ดูแล - ADJ),0.37365779518302134,0,0.37365779518302134,pos
(เมตร - ADV),0,-0.37365779518302134,-0.37365779518302134,neg
(สินค้า - ADV),0.35289902878396456,0,0.35289902878396456,pos
(ย้อน - ADJ),0.35289902878396456,0,0.35289902878396456,pos
(บ้าคลั่ง - ADJ),0.35289902878396456,0,0.35289902878396456,pos
(โสด - ADJ),0,-0.35289902878396456,-0.35289902878396456,neg
(แน่ใจ - ADV),0,-0.35289902878396456,-0.35289902878396456,neg
(ห้องสุขา - ADJ),0,-0.35289902878396456,-0.35289902878396456,neg
(ดึง - ADV),0.288735569005062,-0.6352182518111363,-0.34648268280607436,neg
(จ่ายเงิน - ADV),0,-0.3317378380836577,-0.3317378380836577,neg
(ลมแรง - ADJ),0.34167189720271207,-0.013441416541659106,0.328230480661053,pos
(ราบ - ADJ),0.05152439540128494,-0.3750079908771783,-0.32348359547589334,neg
(เดิม - ADJ),0.02268636613611201,-0.345007351607004,-0.322320985470892,neg
(ไฟ - ADV),0.31760912590556817,0,0.31760912590556817,pos
(เติมเต็ม - ADJ),0.31760912590556817,0,0.31760912590556817,pos
(ฉี่ - ADJ),0,-0.31760912590556817,-0.31760912590556817,neg
(ตลก - ADV),0,-0.31760912590556817,-0.31760912590556817,neg
(รัสเซีย - ADJ),0,-0.31760912590556817,-0.31760912590556817,neg
(ทน - ADJ),0,-0.31760912590556817,-0.31760912590556817,neg
(ตะโกน - ADV),0,-0.30804227822053926,-0.30804227822053926,neg
(ถั่ว - ADJ),0,-0.3024848818148268,-0.3024848818148268,neg
(ยิ้มแย้ม - ADJ),0,-0.3024848818148268,-0.3024848818148268,neg
(โซ - ADJ),0,-0.3024848818148268,-0.3024848818148268,neg
(หมื่น - ADJ),0,-0.2977585555364701,-0.2977585555364701,neg
(ใส่ - ADV),0.288735569005062,0,0.288735569005062,pos
